,years,data,hindcast
0,1980,60.543,37.914136035052046
1,1981,42.983,32.81796579745921
2,1982,18.836,44.85956958682812
3,1985,9.737,26.884308403344885
4,1986,5.396,22.287239889583052
5,1990,96.374,45.429215497994534
6,1991,29.076,42.57051790702258
7,1992,32.844,24.220010853120243
8,1996,60.069,60.103918745629514
9,1997,84.606,65.99025328006219
10,1998,20.72,27.235937980524934
11,2001,83.66,69.51416216537069
12,2002,111.308,80.96863542095483
13,2003,23.337,33.52021934174644
14,2006,57.903,72.34441866237053
15,2009,62.017,86.57423577831952
16,2010,91.629,63.90926994236181
17,2011,54.225,77.39557044675796
18,2013,42.502,65.29328224368399
19,2017,67.993,75.92513202181297
20,1983,42.887,37.01970342974455
21,1984,61.249,64.40015597290814
22,1987,35.931,38.25979019618069
23,1988,87.706,71.062640755349
24,1989,59.844,50.620670195493474
25,1993,24.723,36.024891615328514
26,1994,36.5,39.88482934028073
27,1995,78.175,50.913324817850544
28,1999,56.135,61.128363094123706
29,2000,98.677,65.5062008103759
30,2004,64.951,72.80302913647489
31,2005,50.053,74.77882772148799
32,2007,88.808,79.38628992451328
33,2008,39.917,51.520540135719216
34,2012,25.182,54.202971468890404
35,2014,81.808,55.21347320251222
36,2015,54.846,48.23012174711035
37,2016,72.694,70.53885998811755
38,2018,28.985,62.19604118739118
39,2019,53.845,59.22527526014756
