,years,data,hindcast
0,1981,102.754,81.15724727822315
1,1982,53.242,55.314020590316765
2,1985,63.013,45.3403816559177
3,1988,71.891,59.77826977531653
4,1990,35.434,59.977149686579985
5,1991,35.415,64.531555019097
6,1995,94.81,74.86587641916232
7,1997,78.281,81.59504412014049
8,1999,63.864,62.01887922653596
9,2001,47.375,62.57115667179012
10,2006,97.35,77.3835211482885
11,2007,116.553,86.14110485800165
12,2009,51.13,82.41452519763034
13,2010,63.402,56.63639945588271
14,2011,34.522,69.72151808220467
15,2012,68.418,58.44494051043479
16,2013,89.413,71.03668105160995
17,2014,111.149,93.88419295695815
18,2015,61.485,51.44688759544088
19,2017,37.424,82.6656487004683
20,1980,23.55,66.79033094463075
21,1983,118.897,105.98499885808404
22,1984,106.87,97.9589578725678
23,1986,49.026,69.94137711533605
24,1987,69.35,72.81654250690481
25,1989,14.875,41.27627213739101
26,1992,48.605,36.79567005324908
27,1993,72.616,65.67764172209245
28,1994,59.619,41.02147162985946
29,1996,57.327,63.50101748979532
30,1998,44.951,49.83481550136576
31,2000,97.272,77.68187489633915
32,2002,64.664,43.679736635047604
33,2003,85.303,70.18742137300691
34,2004,37.014,47.65330457205107
35,2005,76.444,60.917142213090145
36,2008,58.692,79.05211692444102
37,2016,61.366,64.5792204401551
38,2018,48.213,36.69106654948953
39,2019,39.454,42.067020565102645
