,years,data,hindcast
0,1980,87.79,70.36076836578125
1,1982,93.726,83.72396155830364
2,1983,40.005,92.11475078646112
3,1985,126.504,95.28334106154902
4,1988,31.234,55.77705185488224
5,1995,64.76,65.94670852477516
6,1996,28.135,29.006057947551568
7,1997,112.482,60.63293848165582
8,1998,136.999,134.6283384311636
9,1999,86.734,78.28159740227213
10,2001,56.749,73.468999586609
11,2003,47.241,96.1432584229415
12,2005,55.748,56.70223561860069
13,2008,40.784,68.26220180473787
14,2010,33.738,55.84795052222161
15,2012,122.004,79.89037862235654
16,2014,53.205,64.53791281520616
17,2016,113.147,99.09636825269476
18,2017,63.719,67.0360442009823
19,2019,106.981,74.944135739254
20,1981,69.787,68.06631040331325
21,1984,54.762,73.7279411304737
22,1986,56.932,43.76693436435367
23,1987,96.289,81.8866596099337
24,1989,67.167,61.557965052738936
25,1990,81.754,81.83425412243054
26,1991,100.819,104.23902061175895
27,1992,52.1,66.66557283370872
28,1993,49.037,54.444917305601365
29,1994,51.526,51.54183919181059
30,2000,55.016,52.488464571419705
31,2002,77.791,56.39515706670546
32,2004,70.647,75.08383772088533
33,2006,34.652,54.301802610652686
34,2007,100.404,79.31077008454528
35,2009,75.436,56.98763707491959
36,2011,94.747,74.81035171253173
37,2013,63.597,55.035080688924296
38,2015,35.568,71.39741237443877
39,2018,26.89,51.37907146885409
