,years,data,hindcast
0,1982,93.726,100.04511095915085
1,1984,54.762,66.51537768602068
2,1985,126.504,69.70960171405532
3,1986,56.932,77.6536304502381
4,1989,67.167,71.67518202037948
5,1996,28.135,48.69619419565349
6,1999,86.734,67.57988410517005
7,2000,55.016,70.80256488165169
8,2001,56.749,49.28044665232101
9,2002,77.791,62.79343299193782
10,2004,70.647,92.90685165178613
11,2006,34.652,54.876027514716576
12,2007,100.404,99.05908804611234
13,2008,40.784,53.84843833184493
14,2009,75.436,90.90989819252673
15,2011,94.747,92.09712344582516
16,2012,122.004,84.09510116602101
17,2013,63.597,43.827341854960665
18,2017,63.719,79.35603764464378
19,2018,26.89,33.97645248360713
20,2021,106.484,93.17621401137708
21,1980,87.79,74.64769938215056
22,1981,69.787,76.99537829923385
23,1983,40.005,50.620301373351175
24,1987,96.289,113.69609061677966
25,1988,31.234,38.901119342407995
26,1990,81.754,84.91703219507112
27,1991,100.819,81.8723876591721
28,1992,52.1,47.353924851094085
29,1993,49.037,52.64205408947528
30,1994,51.526,58.71116137796632
31,1995,64.76,79.34552446758421
32,1997,112.482,92.41792197216057
33,1998,136.999,92.088272302654
34,2003,47.241,87.69842004969252
35,2005,55.748,59.16709580863572
36,2010,33.738,26.656678297137482
37,2014,53.205,72.7649735939457
38,2015,35.568,62.929902631289394
39,2016,113.147,59.64091354189903
40,2019,106.981,95.25611058898892
41,2020,67.278,79.16503755931026
