,pc1,target,phase_label,year_glvar
0,-125.20483748777212,37.258,1,1981
1,-98.7618045019637,27.303,1,1984
2,-72.82641217544071,104.175,1,1985
3,-28.73887790452085,72.625,1,1988
4,-26.9747198174572,58.181,1,1989
5,-278.0182272449123,22.497,1,1995
6,197.61692080208286,98.744,1,1996
7,222.9324748549366,67.593,1,1998
8,93.19909575331067,99.367,1,1999
9,-116.04583309545136,51.303,1,2000
10,52.55423354705262,107.73,1,2001
11,-138.65705231042242,52.895,1,2007
12,6.523922293833222,114.817,1,2008
13,74.6258546355698,146.264,1,2010
14,158.77490211106527,128.736,1,2011
15,-193.45058222471428,40.892,1,2013
16,-40.69829241238668,57.581,1,2016
17,-10.54585833209938,75.391,1,2017
18,43.74894572762016,94.606,1,2018
19,105.68431611172512,91.375,1,2020
20,174.2642641572242,99.275,1,2021
0,27.728605331611984,67.597,2,1980
1,-112.52167332030464,88.868,2,1982
2,-150.3783201764162,31.294,2,1983
3,63.10250568536591,85.939,2,1986
4,-57.46329499810906,87.189,2,1987
5,-125.35418290968255,43.995,2,1990
6,-11.724326070031836,22.764,2,1991
7,16.895748329750486,128.278,2,1992
8,-118.54016707828848,65.7,2,1993
9,-61.0756300452078,89.989,2,1994
10,-23.293330194773112,54.355,2,1997
11,216.5741119256347,146.934,2,2002
12,-136.90284845433396,22.521,2,2003
13,98.77754899894578,153.639,2,2004
14,135.35250121229024,101.65,2,2005
15,36.85796131468682,192.569,2,2006
16,-7.063960044585981,46.274,2,2009
17,-6.143991500721199,90.667,2,2012
18,66.0287334494461,126.343,2,2014
19,108.43000330261464,123.29,2,2015
20,40.71345308048658,76.337,2,2019
