,pc1,target,phase_label,year_glvar
0,-13.510106879773668,63.801,1,1981
1,368.0419020497947,63.898,1,1983
2,-90.21768323748542,57.754,1,1984
3,-170.4642753526798,61.158,1,1988
4,-141.72150454072425,99.994,1,1989
5,282.14971708170793,40.513,1,1995
6,339.9573698438281,45.022,1,1996
7,-104.45318905693921,78.078,1,1998
8,-668.8031420350798,142.156,1,1999
9,330.3688432989835,86.35,1,2000
10,138.72521665813545,73.461,1,2001
11,215.9021493999369,50.89,1,2005
12,174.91279769687287,75.825,1,2007
13,330.2565334607635,32.104,1,2008
14,306.95595756827976,51.992,1,2010
15,-794.7454950508047,135.773,1,2011
16,59.96531538970545,74.252,1,2013
17,9.250794588909791,19.912,1,2016
18,-383.8515252845381,122.767,1,2017
19,-417.36590090769823,109.639,1,2020
20,228.64172020324443,69.243,1,2021
0,22.900688733676198,73.573,2,1980
1,-54.86288246534448,83.43,2,1982
2,-94.91710016428412,100.249,2,1985
3,-22.52491299069559,125.43,2,1986
4,43.44611268835104,47.004,2,1987
5,-5.009891187988801,71.359,2,1990
6,70.81140201320936,44.356,2,1991
7,76.04931472877293,59.721,2,1992
8,-166.47202944631556,142.547,2,1993
9,-21.639090779735504,112.219,2,1994
10,-32.166012373182156,77.391,2,1997
11,24.793359322528648,93.864,2,2002
12,-87.61183792186016,90.195,2,2003
13,48.73163453631185,54.078,2,2004
14,91.74518973421533,99.225,2,2006
15,-38.75913833016125,98.371,2,2009
16,-122.9241497012537,126.017,2,2012
17,76.45270942679758,89.714,2,2014
18,50.809464526911086,54.183,2,2015
19,45.2274831924893,89.451,2,2018
20,95.91630134470256,84.951,2,2019
