,years,data,hindcast
0,1981,274.878,273.55927014297265
1,1984,275.466,274.1676369304056
2,1985,272.646,274.0513311720128
3,1986,269.837,273.2103126113688
4,1989,278.597,279.07790302770394
5,1990,280.507,278.1022623030725
6,1991,272.82,276.10260314047065
7,1992,278.027,279.2792880699815
8,1994,274.72,275.4652483564582
9,1996,273.615,273.6243281334733
10,1997,278.932,276.0982145097764
11,2000,278.992,278.5324064950129
12,2004,277.989,276.3475309245849
13,2005,275.683,275.08763723195176
14,2006,275.991,276.0228132792862
15,2008,278.257,277.34258878181356
16,2009,276.289,276.1803435087978
17,2011,277.556,274.85199879434197
18,2012,273.954,277.5302676302313
19,2017,277.869,277.99101495628275
20,1980,277.92,276.3914094616777
21,1982,276.033,278.8542479225097
22,1983,274.108,274.25139551229563
23,1987,275.306,276.40089116178905
24,1988,277.77,277.6516378635502
25,1993,276.052,275.35638943278576
26,1995,279.698,277.6941900155188
27,1998,279.234,278.0817105345944
28,1999,276.585,278.23424954617866
29,2001,277.524,277.52521127367766
30,2002,280.012,277.5821186980643
31,2003,275.199,277.214410715877
32,2007,279.131,278.06530075805836
33,2010,274.59,275.2421365720014
34,2013,274.828,276.7116590554416
35,2014,279.408,277.9815376538885
36,2015,276.667,276.65521807913257
37,2016,277.781,276.46092372513084
38,2018,274.074,277.0000765889611
39,2019,279.191,277.7562854288658
