,years,data,hindcast
0,1981,61.647,79.06226981299042
1,1983,117.24,98.5548913589808
2,1984,147.559,94.44932515775963
3,1985,48.916,60.72336676610705
4,1988,99.143,102.76337289208047
5,1989,52.76,50.449602308814896
6,1995,112.688,94.02042884611892
7,1996,48.278,88.81604332205669
8,1998,154.753,149.66282440289612
9,1999,83.683,81.41657347815311
10,2000,85.15,70.80497878333695
11,2005,79.997,85.66096713152842
12,2007,74.653,90.89965367459153
13,2008,79.746,108.74289183268772
14,2010,93.053,81.44794980647991
15,2011,68.379,41.727733717566444
16,2012,79.252,75.25457275587807
17,2013,81.322,79.42100998692051
18,2016,28.704,72.43987158724254
19,2017,131.717,122.32167237780988
20,1980,42.647,79.93918615765935
21,1982,59.112,58.03628559803024
22,1986,48.164,69.21030947993
23,1987,66.991,61.173911385749136
24,1990,93.283,87.78224513306282
25,1991,69.854,77.41325558014178
26,1992,66.034,87.24410958720792
27,1993,149.343,76.42829414331206
28,1994,147.073,94.1274326336062
29,1997,29.832,5.60006355037639
30,2001,144.184,97.69577580062855
31,2002,57.527,81.52083336271559
32,2003,46.909,75.33009193277593
33,2004,68.272,94.84560251914682
34,2006,31.076,63.750469344897276
35,2009,40.197,58.28893214039637
36,2014,25.215,63.533270142568654
37,2015,98.359,55.71831343806553
38,2018,68.288,78.91936527372873
39,2019,112.171,97.97325279600065
