,years,data,hindcast
0,1981,93.396,72.37330074243327
1,1982,43.574,77.56412046787366
2,1983,104.552,142.66367091601776
3,1984,127.765,75.43422731492936
4,1988,138.661,105.17784332210597
5,1989,24.55,40.19789040970479
6,1990,62.735,70.55763943623093
7,1991,65.731,78.47870146507474
8,1993,79.516,80.38012877209499
9,1994,85.403,84.96058958429474
10,1996,16.128,58.816065279265565
11,1997,8.558,57.90553113610365
12,1999,91.58,57.055278560696784
13,2000,47.352,45.684042030154
14,2004,107.224,91.67233796354742
15,2007,116.525,106.00959965580628
16,2014,90.505,81.3024077763913
17,2015,107.204,97.25752204097692
18,2017,56.353,78.11142172701145
19,2018,94.423,60.132681399286554
20,1980,58.656,63.64535309437007
21,1985,62.145,58.42095373224842
22,1986,118.281,85.70518067362552
23,1987,40.212,46.73490851107994
24,1992,40.056,53.800612681631335
25,1995,129.885,104.46875455701692
26,1998,88.083,98.66981478993532
27,2001,85.522,61.44839517559332
28,2002,67.263,61.95438802717169
29,2003,73.574,74.34734626062964
30,2005,53.984,63.86735433643953
31,2006,18.287,44.99598104394555
32,2008,98.91,79.21614505498822
33,2009,59.608,25.739713440876905
34,2010,49.822,88.5360007156442
35,2011,71.904,82.26433331484488
36,2012,90.297,85.99141530184377
37,2013,56.091,75.82568277933339
38,2016,107.938,102.59974654804265
39,2019,48.71,60.99591996073876
