,years,data,hindcast
0,1981,37.258,44.07582709242538
1,1982,88.868,80.23600930653109
2,1984,27.303,35.08755141623613
3,1986,85.939,92.3872390315257
4,1987,87.189,72.52136779718977
5,1990,43.995,96.41903708543549
6,1991,22.764,68.34261047493635
7,1993,65.7,18.405671910097126
8,1994,89.989,68.1710834162266
9,1996,98.744,104.24649534656834
10,1998,67.593,66.5651572579331
11,2002,146.934,102.95206067610364
12,2004,153.639,104.96066900877426
13,2006,192.569,136.57151207726344
14,2009,46.274,103.73275577954709
15,2012,90.667,94.59743808025065
16,2015,123.29,119.01732579477405
17,2016,57.581,82.36523250685536
18,2017,75.391,106.69649660024704
19,2019,76.337,80.67245934107942
20,1980,67.597,76.66958508270996
21,1983,31.294,35.782439265405465
22,1985,104.175,66.19277647794044
23,1988,72.625,60.89527250256988
24,1989,58.181,86.05157637542085
25,1992,128.278,71.97128415412638
26,1995,22.497,53.241291699120595
27,1997,54.355,47.99030749941369
28,1999,99.367,94.27804004929592
29,2000,51.303,94.83448921339087
30,2001,107.73,101.69393235629151
31,2003,22.521,54.81858737570677
32,2005,101.65,94.38378293686017
33,2007,52.895,51.8273263005661
34,2008,114.817,88.72069093344986
35,2010,146.264,107.19045197625975
36,2011,128.736,142.29458690258318
37,2013,40.892,95.93072654408165
38,2014,126.343,112.04434413276171
39,2018,94.606,89.31450822204515
