,years,data,hindcast
0,1981,54.994,107.07202563530385
1,1984,95.445,95.06878067382382
2,1985,100.845,117.35623606657937
3,1988,151.791,97.07939763201436
4,1989,59.596,62.146026307177934
5,1996,59.759,90.02147775525877
6,1999,54.398,86.63499696689983
7,2000,102.948,73.97371445714874
8,2001,87.775,87.22372641559002
9,2003,76.224,94.84008654547969
10,2004,104.082,56.87865694248884
11,2006,25.725,82.87716425095728
12,2007,166.442,127.01336614377216
13,2008,105.991,119.84472255975408
14,2009,103.684,85.98568783674571
15,2010,68.74,59.583112261611475
16,2011,163.954,127.81182598106756
17,2012,133.298,130.56166994147654
18,2013,58.307,71.0167665417654
19,2018,19.792,20.800559085084046
20,1980,142.421,116.97495483882844
21,1982,32.713,105.05629080106685
22,1983,22.256,72.28716543684571
23,1986,53.76,75.03145292143829
24,1987,134.54,106.29442906939977
25,1990,43.238,68.75979281394848
26,1991,86.473,64.94369966484285
27,1992,62.719,76.84484870229096
28,1993,138.492,92.91725016822531
29,1994,21.875,66.18926625504963
30,1995,45.937,76.83685334150428
31,1997,69.497,90.43918016141778
32,1998,77.728,65.91789986150347
33,2002,94.124,63.88117017109372
34,2005,109.448,83.23790122894272
35,2014,91.657,56.46109724850467
36,2015,95.021,88.07857308637125
37,2016,56.599,45.03971366483589
38,2017,125.55,92.03757787937074
39,2019,49.361,46.17988268451916
