,years,data,hindcast
0,1981,150.743,105.54581396884919
1,1983,59.157,33.52853922647277
2,1984,95.183,70.79629498667805
3,1985,36.531,26.86203341148402
4,1988,79.42,73.05220791839065
5,1989,78.906,91.52167566833597
6,1995,18.716,40.30376758657763
7,1996,73.76,78.56452216625321
8,1998,178.649,118.99484832672286
9,1999,65.748,83.31344101622798
10,2000,130.409,94.36435446449137
11,2005,58.746,73.4544280130955
12,2007,38.236,48.74712884446509
13,2008,92.717,117.14332224521635
14,2010,76.197,88.04764042025738
15,2011,69.306,101.22602409458842
16,2012,131.109,140.0866236211076
17,2013,135.237,107.8474588365057
18,2016,57.946,108.53882510169831
19,2017,63.675,88.45205008258186
20,1980,107.769,94.8693642114165
21,1982,104.269,109.60648720058926
22,1986,94.807,105.20282587329255
23,1987,102.308,82.7651741968895
24,1990,70.054,72.15121202791093
25,1991,48.361,72.3075567539878
26,1992,99.88,94.87463897005347
27,1993,80.441,97.7267994550343
28,1994,97.19,98.98816134530523
29,1997,81.025,81.98691433503124
30,2001,73.237,70.16035255374098
31,2002,87.438,88.49040107265502
32,2003,74.576,65.4533603736005
33,2004,55.873,57.484871065217874
34,2006,104.882,81.61792418680625
35,2009,74.388,74.88017901968435
36,2014,79.961,65.89592765115248
37,2015,34.891,58.93346005342926
38,2018,34.768,75.9115248665796
39,2019,119.963,76.7738647876229
