,pc1,target,phase_label,year_glvar
0,-0.20716052335193297,73.573,1,1980
1,-0.5398783172686368,63.801,1,1981
2,1.988577347191559,63.898,1,1983
3,2.505726229508262,57.754,1,1984
4,2.7386998664905025,100.249,1,1985
5,-9.174990824895179,61.158,1,1988
6,1.3180758582155367,71.359,1,1990
7,-2.579264866988486,40.513,1,1995
8,-9.146157958429889,45.022,1,1996
9,5.465487963443537,77.391,1,1997
10,7.338507157870728,78.078,1,1998
11,-2.3602486016971547,86.35,1,2000
12,-2.2278857717910636,93.864,1,2002
13,-4.724041967395884,50.89,1,2005
14,-4.3662317617596385,32.104,1,2008
15,7.665251513554636,98.371,1,2009
16,1.5574137730968887,51.992,1,2010
17,11.306955354140294,126.017,1,2012
18,-10.970509067012538,19.912,1,2016
19,2.1240792253482117,89.451,1,2018
20,2.2886330524763285,69.243,1,2021
0,10.076971734763982,83.43,2,1982
1,22.78330746327545,125.43,2,1986
2,-13.526725190137752,47.004,2,1987
3,-7.736987983001238,99.994,2,1989
4,-6.316152227392554,44.356,2,1991
5,-28.205328567949373,59.721,2,1992
6,62.01828145614994,142.547,2,1993
7,-0.5240241222443555,112.219,2,1994
8,15.732745978942894,142.156,2,1999
9,-23.09701269563103,73.461,2,2001
10,17.35810376138335,90.195,2,2003
11,-14.463380287766231,54.078,2,2004
12,-16.65653484322939,99.225,2,2006
13,-23.979216732510555,75.825,2,2007
14,42.86089810220232,135.773,2,2011
15,-22.963502754914135,74.252,2,2013
16,17.50471088092786,89.714,2,2014
17,-22.128400745015494,54.183,2,2015
18,-17.050323204272676,122.767,2,2017
19,-26.65413250999357,84.951,2,2019
20,34.965779088631656,109.639,2,2020
