,pc1,target,phase_label,year_glvar
0,129.3306177863469,70.785,1,1980
1,-149.48693398930436,81.02,1,1983
2,-56.75216600511939,66.121,1,1985
3,-125.29166400837107,80.055,1,1986
4,106.16169194314085,77.728,1,1987
5,170.24592649602462,13.215,1,1993
6,-231.40046885336386,94.185,1,1994
7,63.51452959207538,22.462,1,1996
8,-246.96791954874737,89.451,1,1998
9,-414.195187038076,87.335,1,1999
10,50.995816969628194,86.263,1,2001
11,182.2883951944299,47.676,1,2004
12,250.68421229487643,63.614,1,2005
13,107.00111630313101,63.245,1,2006
14,11.900979187055233,65.31,1,2007
15,48.193214536675775,55.879,1,2009
16,177.39155262422634,56.222,1,2010
17,161.46277243059555,29.574,1,2012
18,135.73043618959758,46.14,1,2013
19,-266.4701111013031,101.839,1,2019
20,-104.34307215788421,54.855,1,2021
0,-758.0967347894865,133.083,2,1981
1,523.6339905386839,72.01,2,1982
2,-422.1684464687184,62.897,2,1984
3,-433.79312222318055,114.519,2,1988
4,-47.741424450956394,101.191,2,1989
5,527.7099245110484,25.981,2,1990
6,86.06421680700392,29.05,2,1991
7,100.97371179618234,89.11,2,1992
8,249.84109254429137,94.794,2,1995
9,216.06330318244392,28.956,2,1997
10,-104.11330733132017,60.097,2,2000
11,-123.10503129151898,40.985,2,2002
12,391.1400989463786,22.165,2,2003
13,-143.86765104539975,110.582,2,2008
14,611.7523977592884,20.289,2,2011
15,318.4207219435317,34.11,2,2014
16,-336.6000507285322,61.79,2,2015
17,-492.2570185516572,69.496,2,2016
18,-20.38833850721803,58.125,2,2017
19,-273.2978016571296,81.364,2,2018
20,129.825738811283,49.325,2,2020
