,pc1,target,phase_label,year_glvar
0,328.378316409304,42.983,1,1981
1,183.95969782925778,18.836,1,1982
2,210.70492509763952,42.887,1,1983
3,-31.608628135520327,61.249,1,1984
4,-511.04111331813317,59.844,1,1989
5,225.9568895546644,32.844,1,1992
6,325.56677046847835,24.723,1,1993
7,56.33030495915147,36.5,1,1994
8,-25.942867567501303,78.175,1,1995
9,-449.90852658786156,56.135,1,1999
10,-548.1882008189259,98.677,1,2000
11,-173.70294888947274,111.308,1,2002
12,617.0183689733552,23.337,1,2003
13,306.6914803335224,64.951,1,2004
14,559.048296018231,50.053,1,2005
15,-278.86569391236935,88.808,1,2007
16,3.5952851563789014,54.225,1,2011
17,220.650143579131,54.846,1,2015
18,-46.690184714688186,72.694,1,2016
19,-388.6801601971299,53.845,1,2019
20,-583.269537536953,131.383,1,2020
0,102.11763133770225,60.543,2,1980
1,234.95809031849797,9.737,2,1985
2,116.44873339672426,5.396,2,1986
3,58.32833516194015,35.931,2,1987
4,-61.30831793490101,87.706,2,1988
5,-104.29967165103149,96.374,2,1990
6,172.2574108774114,29.076,2,1991
7,50.44159460402746,60.069,2,1996
8,-21.711077067546583,84.606,2,1997
9,-90.35587300910956,20.72,2,1998
10,-78.83112189792305,83.66,2,2001
11,-68.85235799660882,57.903,2,2006
12,113.30277769407802,39.917,2,2008
13,48.6495122911724,62.017,2,2009
14,-130.3160597593747,91.629,2,2010
15,62.49081033294142,25.182,2,2012
16,57.048326688033725,42.502,2,2013
17,-197.0133201997218,81.808,2,2014
18,-145.04926344801586,67.993,2,2017
19,27.80502168014412,28.985,2,2018
20,-146.1200440113384,60.752,2,2021
