,years,data,hindcast
0,1982,93.726,68.27932040837176
1,1986,56.932,45.96007584550153
2,1987,96.289,105.34754420439418
3,1989,67.167,77.7644869850709
4,1991,100.819,123.3594074960188
5,1992,52.1,69.52086245939648
6,1995,64.76,80.0503242333065
7,1997,112.482,85.912320622798
8,1998,136.999,114.05471474858379
9,1999,86.734,70.05950735311346
10,2001,56.749,89.41652850898942
11,2003,47.241,54.48717375900759
12,2004,70.647,80.17590201159612
13,2005,55.748,77.54783541915317
14,2006,34.652,50.99746373243337
15,2011,94.747,64.58736443611458
16,2012,122.004,88.37541424463369
17,2014,53.205,59.72258555941913
18,2015,35.568,57.71438412522468
19,2019,106.981,82.21678384687267
20,1980,87.79,77.47835088882421
21,1981,69.787,54.41559726246738
22,1983,40.005,72.4733441691124
23,1984,54.762,50.34021192366868
24,1985,126.504,111.49409513467214
25,1988,31.234,58.54757522060727
26,1990,81.754,73.40508243816569
27,1993,49.037,87.77209757135044
28,1994,51.526,59.908447704428745
29,1996,28.135,42.23404331223204
30,2000,55.016,38.060221165793386
31,2002,77.791,74.0835618031354
32,2007,100.404,64.83111518818261
33,2008,40.784,68.82457586159109
34,2009,75.436,66.03426829661517
35,2010,33.738,38.27199346760463
36,2013,63.597,57.89518828015972
37,2016,113.147,65.38848571665571
38,2017,63.719,60.82695386226148
39,2018,26.89,48.77079073247203
