,pc1,target,phase_label
0,3.553959184539168,289.6,1
1,1.6611644790594384,290.615,1
2,5.276713425172936,288.736,1
3,6.7062897894159645,289.369,1
4,2.224064032702711,290.066,1
5,-4.743218803164357,292.137,1
6,0.5463855862360542,290.269,1
7,7.017835823540677,289.453,1
8,3.5264097135541608,290.354,1
9,3.06988924023377,290.298,1
10,-8.074165379587606,291.262,1
11,-2.0177247382498216,289.426,1
12,-2.8577000794881364,290.037,1
13,1.22806778801424,290.27,1
14,2.4054705410195223,289.717,1
15,1.9997310197651257,289.628,1
16,-3.2687966689484163,290.902,1
17,-6.042211372815174,290.919,1
18,-5.5460189363254,290.324,1
19,-6.66642359016061,291.362,1
0,6.311546829265671,289.857,2
1,4.190404042065762,290.118,2
2,4.4590746439927536,290.769,2
3,7.393775414718334,288.362,2
4,7.561436054476022,288.999,2
5,2.145605848900647,291.142,2
6,1.100693881201044,290.621,2
7,2.0463164316619795,290.536,2
8,8.893812409087252,288.381,2
9,4.457273597364474,290.51,2
10,-5.936894949331902,293.223,2
11,-5.174009227135962,291.529,2
12,-3.6988993473920058,291.843,2
13,-5.125318410361864,291.539,2
14,1.3228659548278878,289.14,2
15,-5.890477628368691,291.493,2
16,-1.9306339812231563,291.173,2
17,-5.281412766908385,289.208,2
18,-9.460042216253528,291.252,2
19,-7.385106014321308,291.474,2
