,years,data,hindcast
0,1980,87.79,62.723264441071606
1,1981,69.787,75.52392555432078
2,1982,93.726,93.00217738811943
3,1984,54.762,50.84873267144218
4,1985,126.504,108.37180681921865
5,1987,96.289,66.72719576913937
6,1990,81.754,83.11158433307878
7,1991,100.819,92.06376846843445
8,1993,49.037,70.03668867319789
9,1995,64.76,59.53563027702759
10,1996,28.135,53.12426629472358
11,1997,112.482,88.88849283914946
12,1999,86.734,79.47792992732398
13,2000,55.016,69.49888874608224
14,2004,70.647,94.45477182519598
15,2007,100.404,114.02789536675643
16,2009,75.436,100.09362428642442
17,2010,33.738,64.78683838306988
18,2011,94.747,80.58792742988155
19,2012,122.004,88.88223781183933
20,2019,106.981,115.78435269450276
21,1983,40.005,82.81121218596802
22,1986,56.932,54.9803861989344
23,1988,31.234,46.66217513165747
24,1989,67.167,67.86968760277465
25,1992,52.1,45.477585242364924
26,1994,51.526,49.970458121169756
27,1998,136.999,123.53151514167979
28,2001,56.749,60.885909817347226
29,2002,77.791,43.940551857908645
30,2003,47.241,56.04365496653591
31,2005,55.748,60.489546133524
32,2006,34.652,66.92857455756258
33,2008,40.784,58.79107542985868
34,2013,63.597,65.90943234488479
35,2014,53.205,42.71120648233629
36,2015,35.568,46.99970531612459
37,2016,113.147,83.10028506553758
38,2017,63.719,57.36391092814275
39,2018,26.89,49.97549680995444
40,2020,67.278,55.40198513638488
41,2021,106.484,58.9716455293487
